year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Iraq,iraq,Ministry of Justice,named (unclassified),pattern,medium,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,The Ministry of Justice reported on June 28 that government prisons were operating at 300 percent capacity.
2024,Iraq,iraq,UNICEF,UN body,gazetteer,high,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,A March report by UNICEF listed Iraq among the countries where FGM/C was occurring.
2024,Iraq,iraq,UNICEF,UN body,gazetteer,high,Section 3. Security of the Person,b. Protection of Children,rules,"According to the most recent available data, from a December 2023 report by UNICEF, 28 percent of women ages 20 to 24 were first married before age 18; seven percent of women ages 20 to 24 were first married before age 15."
2024,Iraq,iraq,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2024,Iraq,iraq,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"As of September, UNHCR estimated more than 327,000 refugees and asylum seekers resided in the country, including more than 295,000 Syrian refugees."
2024,Iraq,iraq,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"Additionally, UNHCR reported that as of the end of November, more than 40,000 refugees had arrived from Lebanon since the escalation of hostilities with Israel during the year."
2024,Iraq,iraq,activists,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"Threats, Harassment, Surveillance, or Coercion Activists from the 2019 Tishreen movement who fled the country reported receiving regular threats to their own and their families’ safety from government officials."
2024,Iraq,iraq,activists,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,Some activists reported they could not return home because of criminal charges in retaliation for leading antigovernment protests.
2024,Ireland,ireland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The law provided a mechanism for the registration of employment agreements between employers and trade unions governing wages and employment conditions.
2024,Ireland,ireland,labor unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor unions had the right to pursue collective bargaining and did so freely, with employers’ cooperation in most cases."
2024,Ireland,ireland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"While workers were constitutionally protected in forming trade unions, employers were not legally obliged to recognize unions or to negotiate with them."
2024,Ireland,ireland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The Irish Congress of Trade Unions described examples of interference, such as an employer body discouraging a company from meeting with a union after initially agreeing to discuss layoff conditions with the union."
2024,Ireland,ireland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Trade unions expressed concerns regarding the government’s reluctance to implement EU directives on adequate minimum wages.
2024,Ireland,ireland,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR), the International Organization for Migration, and other humanitarian organizations in providing protection and assistance to refugees or asylum seekers, as well as other persons of concern."
2024,Ireland,ireland,International Organization for Migration,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR), the International Organization for Migration, and other humanitarian organizations in providing protection and assistance to refugees or asylum seekers, as well as other persons of concern."
2024,Ireland,ireland,Micheál Martin,named (unclassified),pattern,medium,Section 3. Security of the Person,c. Protection to Refugees,rules,"In response Tánaiste (deputy prime minister) Micheál Martin stated the court recognized the government’s “strenuous efforts” in providing for asylum seekers, adding “we will continue to do everything we possibly can to fulfil our international legal obligations.” Provision of First Asylum The law provided for the granting of refugee status or protection to refugees."
2024,Ireland,ireland,nongovernmental organizations,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,Nongovernmental organizations (NGOs) expressed concern regarding the length and complexity of the application and appeal processes.
2024,Ireland,ireland,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,Nongovernmental organizations (NGOs) expressed concern regarding the length and complexity of the application and appeal processes.
2024,Ireland,ireland,ngo,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Victims were referred either by a government-funded NGO, Health Services Executive, or through government offices responsible for reviewing asylum applications and government- funded accommodations."
2024,Ireland,ireland,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"Resettlement Under the Irish Refugee Protection Program, the country had accepted more than 4,000 refugees since 2019 under various resettlement plans, the largest of which was a UNHCR program."
2024,Ireland,ireland,International Organization for Migration,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The Department of Justice, the Department of Social Protection, Health Service Executive, and International Organization for Migration provided services to new arrivals."
2024,Ireland,ireland,Punam Rane,named (unclassified),pattern,medium,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,"During a Dublin City Council meeting, Punam Rane said the U.S. economy was “ruled by the Jews, by Israel.” The Jewish Representative Council of Ireland condemned the remarks and rejected Rane’s apology."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,nongovernmental organizations,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"According to the Palestinian Authority (PA) and nongovernmental organizations (NGOs), at least 43 Palestinians died in Israeli custody during the year."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,ngos,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"According to the Palestinian Authority (PA) and nongovernmental organizations (NGOs), at least 43 Palestinians died in Israeli custody during the year."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,ngos,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"NGOs and journalists reported authorities restricted press coverage and limited certain forms of expression, especially in the context of criticism against the war or sympathy for Palestinians in Gaza."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"NGOs and journalists reported authorities restricted press coverage and limited certain forms of expression, especially in the context of criticism against the war or sympathy for Palestinians in Gaza."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure The Union of Journalists in Israel received reports of five journalist detentions and 13 physical attacks by security forces against journalists during the year."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,journalist,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure The Union of Journalists in Israel received reports of five journalist detentions and 13 physical attacks by security forces against journalists during the year."
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,The government continued to communicate with the Office of the UN High Commissioner for Refugees (UNHCR) and other humanitarian organizations.
2024,Israel (incl West Bank and Gaza),israel-west-bank-and-gaza,Central Bureau of Statistics,named (unclassified),pattern,medium,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,"Jews constituted approximately 77 percent of the population, according to the Central Bureau of Statistics."
2024,Italy,italy,journalists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: serious restrictions on freedom of expression and media freedom, including violence or threats of violence against journalists; and crimes, violence, or threats of violence motivated by antisemitism."
2024,Italy,italy,journalist,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure In July, members of informal political movement Casa Pound assaulted La Stampa journalist Andrea Joly, who was filming their gathering."
2024,Italy,italy,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The National Association of Journalists urged authorities to investigate the incident, identify those responsible, and establish an observatory body regarding threatened journalists."
2024,Italy,italy,World Economics,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,World Economics estimated the country’s informal economy to be as high as 24 percent of GDP.
2024,Italy,italy,nongovernmental organizations,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Nongovernmental organizations and independent observers identified difficulties in asylum procedures, including inconsistencies in the application of standards in reception centers and insufficient referral rates of trafficking victims and unaccompanied children to appropriate and adequate services."
2024,Italy,italy,independent observers,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Nongovernmental organizations and independent observers identified difficulties in asylum procedures, including inconsistencies in the application of standards in reception centers and insufficient referral rates of trafficking victims and unaccompanied children to appropriate and adequate services."
2024,Italy,italy,International Organization for Migration,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"On October 18, a Rome court ordered the government to transfer the remaining 12 to Italian territory, declaring Bangladesh and Egypt were not considered “safe countries.” Resettlement The government offered refugees resettlement services, while both the government and the International Organization for Migration assisted refugees who opted to return to their home countries."
2024,Italy,italy,Prime Minister Giorgia Meloni,named (unclassified),pattern,medium,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,Prime Minister Giorgia Meloni stated on several occasions that antisemitism was unacceptable and would not be tolerated.
2024,Italy,italy,New Communist Party of Italy,named (unclassified),pattern,medium,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,"On August 22, the New Communist Party of Italy published a list of “Zionist agents and companies” present in the country."
2024,Italy,italy,Center for Documentation of Contemporary Judaism,named (unclassified),pattern,medium,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,"Internet hate speech and bullying were the most common forms of antisemitic attacks, according to the Center for Documentation of Contemporary Judaism."
2024,Jamaica,jamaica,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The law made it a criminal offense to prevent or deter a worker from exercising the right to participate in trade union activities or to dismiss, penalize, or otherwise discriminate against a worker for exercising these rights."
2024,Jamaica,jamaica,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,The International Labor Organization (ILO) expressed concern that penalties could be imposed on workers for their membership and participation in an unregistered trade union.
2024,Jamaica,jamaica,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The International Labor Organization (ILO) expressed concern that penalties could be imposed on workers for their membership and participation in an unregistered trade union.
2024,Jamaica,jamaica,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The ILO expressed concern the government could inspect unions and request information regarding trade union finances at any time, which would potentially be intrusive."
2024,Jamaica,jamaica,labor unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Some labor unions reported private-sector workers feared management retaliation against unionization.
2024,Jamaica,jamaica,Stand Up Jamaica,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,INDECOM and the human rights nongovernmental organization (NGO) Stand Up Jamaica estimated there were more than 100 prisoners with mental disabilities deemed unfit to plead due to mental illness who were similarly incarcerated indefinitely.
2024,Jamaica,jamaica,nongovernmental organization,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,INDECOM and the human rights nongovernmental organization (NGO) Stand Up Jamaica estimated there were more than 100 prisoners with mental disabilities deemed unfit to plead due to mental illness who were similarly incarcerated indefinitely.
2024,Jamaica,jamaica,ngo,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,INDECOM and the human rights nongovernmental organization (NGO) Stand Up Jamaica estimated there were more than 100 prisoners with mental disabilities deemed unfit to plead due to mental illness who were similarly incarcerated indefinitely.
2024,Jamaica,jamaica,civil society groups,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,Civil society groups and NGOs criticized the government’s handling of Haitian asylum seekers.
2024,Jamaica,jamaica,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,Civil society groups and NGOs criticized the government’s handling of Haitian asylum seekers.
2024,Jamaica,jamaica,NGO Freedom Imaginaries,named (unclassified),pattern,medium,Section 3. Security of the Person,c. Protection to Refugees,rules,"On March 4, NGO Freedom Imaginaries stated the country’s “flawed and inefficient screening procedures” were placing vulnerable persons at risk."
2024,Jamaica,jamaica,ngo,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"On March 4, NGO Freedom Imaginaries stated the country’s “flawed and inefficient screening procedures” were placing vulnerable persons at risk."
2024,Japan,japan,international observers,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups Domestic and international observers expressed concern the long-standing system of kisha (reporter) clubs attached to government agencies encouraged self-censorship."
2024,Japan,japan,experts,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"While the Prime Minister’s Office and most government ministries allowed nonmembers, including freelance and foreign reporters, to participate in their press conferences, experts reported the kisha clubs continued to implement rules on nonmembers’ participation and sometimes blocked them from covering the organization."
2024,Japan,japan,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,The International Labor Organization raised concerns the law restricted some public-sector employees’ labor rights.
2024,Japan,japan,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Public-sector employees did not have the right to strike; trade union leaders who incited a strike in the public sector could be dismissed and fined or imprisoned.
2024,Japan,japan,observers,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Unlike the TITP, which observers criticized for not permitting workers to change employers, the ESD program would allow workers to change employers once certain conditions were met, such as staying in the same job category and completing at least one year in the original place of employment."
2024,Japan,japan,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government generally cooperated with the Office of the UN High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection for and assistance to refugees, asylum seekers, stateless persons, and other persons of concern."
2024,Japan,japan,nongovernmental organizations,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,The nongovernmental organizations (NGOs) Japan Lawyers Network for Refugees and Japan Association for Refugees assessed the increase as an exceptional measure in response to the Taliban takeover in 2021 and were concerned about low rates of approval for applicants from other countries.
2024,Japan,japan,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,The nongovernmental organizations (NGOs) Japan Lawyers Network for Refugees and Japan Association for Refugees assessed the increase as an exceptional measure in response to the Taliban takeover in 2021 and were concerned about low rates of approval for applicants from other countries.
2024,Japan,japan,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"NGOs, including legal groups, believed restrictive screening procedures discouraged individuals from applying for refugee status and led them to withdraw their applications and accept deportation."
2024,Japan,japan,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government responded it implemented an appeals process that utilized external refugee examination counselors and judicial review, cooperated with UNHCR to determine refugee status appropriately, and granted residence permissions on the grounds of humanitarian protection in some cases where refugee status was denied."
2024,Japan,japan,experts,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Legal experts, researchers, and human rights activists questioned the impartiality of the appeals process, pointing out, for example, government statistics showing a single refugee examination counselor screened 25 percent of appeals in 2022 and 20 percent in 2021, although there were approximately 110 refugee examination counselors."
2024,Japan,japan,human rights activists,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Legal experts, researchers, and human rights activists questioned the impartiality of the appeals process, pointing out, for example, government statistics showing a single refugee examination counselor screened 25 percent of appeals in 2022 and 20 percent in 2021, although there were approximately 110 refugee examination counselors."
2024,Japan,japan,experts,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Legal experts, academic researchers, and human rights activists maintained that the law could exclude qualified refugees and lead to the refoulement of applicants to home countries where they could face persecution."
2024,Japan,japan,academic,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Legal experts, academic researchers, and human rights activists maintained that the law could exclude qualified refugees and lead to the refoulement of applicants to home countries where they could face persecution."
2024,Japan,japan,human rights activists,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Legal experts, academic researchers, and human rights activists maintained that the law could exclude qualified refugees and lead to the refoulement of applicants to home countries where they could face persecution."
2024,Japan,japan,experts,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"Experts, including the Japan Federation of Bar Associations, alerted the government that based on the existing law, the government could have expelled the man to Burma and put him in a position to face persecution by Burma’s military regime."
2024,Jordan,jordan,journalists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: torture or cruel, inhuman, and degrading treatment or punishment; arbitrary arrest and detention; serious restrictions on freedom of expression and media freedom, including unjustified arrests or prosecutions of journalists and censorship; prohibiting independent trade unions or systematic restrictions on workers’ freedom of association; and violence or threats against labor activists."
2024,Jordan,jordan,independent trade unions,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: torture or cruel, inhuman, and degrading treatment or punishment; arbitrary arrest and detention; serious restrictions on freedom of expression and media freedom, including unjustified arrests or prosecutions of journalists and censorship; prohibiting independent trade unions or systematic restrictions on workers’ freedom of association; and violence or threats against labor activists."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: torture or cruel, inhuman, and degrading treatment or punishment; arbitrary arrest and detention; serious restrictions on freedom of expression and media freedom, including unjustified arrests or prosecutions of journalists and censorship; prohibiting independent trade unions or systematic restrictions on workers’ freedom of association; and violence or threats against labor activists."
2024,Jordan,jordan,nongovernmental organizations,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"The quasi-governmental watchdog National Center for Human Rights (NCHR) and nongovernmental organizations (NGOs) called for police officers accused of violations of human rights to be tried in independent civil courts instead of police courts, which fell under the Ministry of Interior and which many NGOs considered less independent."
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"The quasi-governmental watchdog National Center for Human Rights (NCHR) and nongovernmental organizations (NGOs) called for police officers accused of violations of human rights to be tried in independent civil courts instead of police courts, which fell under the Ministry of Interior and which many NGOs considered less independent."
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,NGOs frequently complained they could not access information on the results of police disciplinary cases.
2024,Jordan,jordan,local journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The constitution provided, “the State shall guarantee freedom of opinion; and every Jordanian shall freely express his opinion by speech, writing, photography, and the other means of expression, provided that he does not go beyond the limits of the law.” Authorities, however, limited freedom of expression, including for members of the press and other media, and frequently used the antiterrorism law and cybercrimes law to arrest and harass local journalists, activists, perceived dissidents, and others expressing political views."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The constitution provided, “the State shall guarantee freedom of opinion; and every Jordanian shall freely express his opinion by speech, writing, photography, and the other means of expression, provided that he does not go beyond the limits of the law.” Authorities, however, limited freedom of expression, including for members of the press and other media, and frequently used the antiterrorism law and cybercrimes law to arrest and harass local journalists, activists, perceived dissidents, and others expressing political views."
2024,Jordan,jordan,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Journalists, human rights, civil society organizations, legal analysts, and the UN Office of the High Commissioner for Human Rights expressed concern the vague language of the updated cybercrimes law enacted in 2023 and its implementation further limited freedom of expression and restricted civic space."
2024,Jordan,jordan,civil society organizations,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Journalists, human rights, civil society organizations, legal analysts, and the UN Office of the High Commissioner for Human Rights expressed concern the vague language of the updated cybercrimes law enacted in 2023 and its implementation further limited freedom of expression and restricted civic space."
2024,Jordan,jordan,Amnesty International,international NGO,gazetteer,high,Section 2. Liberty,a. Freedom of the Press,rules,"On August 13, Amnesty International reported that in the year since the law’s enactment, authorities charged hundreds for social media posts critical of authorities or the government’s peace treaty with Israel, expressing pro-Palestinian sentiment, or calling for peaceful protests and public strikes."
2024,Jordan,jordan,local ngo,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"According to a local NGO, the mobile phones of dozens of Jordanians were targeted by Pegasus spyware during the year."
2024,Jordan,jordan,NGO Access Now,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,"On February 1, the NGO Access Now reported it confirmed through forensic investigations that authorities targeted at least 35 persons in the country between 2019 and September 2023 using spyware provided by NSO Group cyber security company, including human rights lawyers, activists, politicians, and 16 journalists."
2024,Jordan,jordan,ngo,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"On February 1, the NGO Access Now reported it confirmed through forensic investigations that authorities targeted at least 35 persons in the country between 2019 and September 2023 using spyware provided by NSO Group cyber security company, including human rights lawyers, activists, politicians, and 16 journalists."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"On February 1, the NGO Access Now reported it confirmed through forensic investigations that authorities targeted at least 35 persons in the country between 2019 and September 2023 using spyware provided by NSO Group cyber security company, including human rights lawyers, activists, politicians, and 16 journalists."
2024,Jordan,jordan,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"On February 1, the NGO Access Now reported it confirmed through forensic investigations that authorities targeted at least 35 persons in the country between 2019 and September 2023 using spyware provided by NSO Group cyber security company, including human rights lawyers, activists, politicians, and 16 journalists."
2024,Jordan,jordan,journalist,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"On July 2, security services arrested well-known satirical journalist Ahmed al-Zoubi, enforcing an August 2023 appeals court ruling sentencing him to one year’s imprisonment and a fine for provoking “sectarian strife” via a 2022 Facebook post criticizing the government’s response to protests regarding fuel prices."
2024,Jordan,jordan,Amnesty International,international NGO,gazetteer,high,Section 2. Liberty,a. Freedom of the Press,rules,Amnesty International characterized al-Zoubi’s detention as part of a widespread crackdown on dissent in the country.
2024,Jordan,jordan,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Journalists of government-affiliated and independent media reported security officials used bribes, threats, and political pressure to force editors to place articles favorable to the government in online and print newspapers."
2024,Jordan,jordan,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"According to journalists, security forces demanded websites remove some articles that criticized the government."
2024,Jordan,jordan,local ngo,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,A local NGO reported 97 percent of Jordanian journalists surveyed believed their colleagues in the country practiced self-censorship because they were moderately or extremely afraid of retaliation in their personal or professional lives.
2024,Jordan,jordan,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,A local NGO reported 97 percent of Jordanian journalists surveyed believed their colleagues in the country practiced self-censorship because they were moderately or extremely afraid of retaliation in their personal or professional lives.
2024,Jordan,jordan,media outlet,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Following her arrest on May 13, independent media reported Hiba Abu Taha was sentenced on June 11 by the Amman Court to one year’s imprisonment on conviction of “inciting strife” and “spreading false news over the internet” for an article she published in a Lebanese media outlet regarding allegations surrounding Jordan’s role in exporting goods to Israel amid the Gaza conflict."
2024,Jordan,jordan,human rights defenders,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Human rights defenders argued the arrest was politically motivated.
2024,Jordan,jordan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Freedom of Association and Collective Bargaining The law provided for the right of workers to form and join trade unions and conduct legal strikes, but with significant restrictions."
2024,Jordan,jordan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,It also defined 17 industries and professions in which trade unions could be established and excluded agricultural and domestic workers.
2024,Jordan,jordan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The law required that unions for these 17 statutorily defined trade organizations belong to the government-linked General Federation of Jordanian Trade Unions (GFJTU), the country’s sole trade union federation."
2024,Jordan,jordan,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The law required that unions for these 17 statutorily defined trade organizations belong to the government-linked General Federation of Jordanian Trade Unions (GFJTU), the country’s sole trade union federation."
2024,Jordan,jordan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor organizations also reported difficulty obtaining government recognition for trade unions beyond the 17 sectors established by law, in part because new unions would require approval by a tripartite committee in which the existing 17 union heads were represented."
2024,Jordan,jordan,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,No new trade union had been established since 1976.
2024,Jordan,jordan,observers,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The law, however, did not explicitly provide a right to reinstatement for workers fired due to antiunion views, and observers noted the Labor Code did not explicitly protect unionized and nonunionized workers from retaliation."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Labor rights activists stated the Ministry of Labor told approximately 100 Bangladeshi workers who applied to return to work that they were barred from re-entering the country due to being out of their immigration status while no longer being employed by Aseel.
2024,Jordan,jordan,Ministry of Labor,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,"The Ministry of Labor reported 13 strikes through September, all of which were unauthorized and without union leadership endorsement."
2024,Jordan,jordan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Migrant workers in the garment sector were allowed to join trade unions but were unable to vote for the union chairpersons, and migrant workers could not hold leadership positions in unions, although they could run and vote for the labor committees at factories."
2024,Jordan,jordan,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"There were no known reports of threats of violence against union heads, although security services arrested labor activists and reportedly pressured union leaders under an implicit threat of arrest and prosecution to refrain from activism that allegedly challenged government interests."
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Labor NGOs working to promote the rights of workers generally focused on promoting the rights of migrant workers.
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor NGOs faced government restrictions similar to other NGOs in the country, including the requirement to obtain advance government approval on board members, board decisions, and receipt of any foreign funding."
2024,Jordan,jordan,local ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The law required local NGOs receiving foreign funds to submit information on the use of these funds to the Ministry of Planning and International Cooperation for approval.
2024,Jordan,jordan,international ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"In mid- November, the government reportedly suspended a February decision requiring international NGO branches to seek advance approval for foreign funding from their headquarters."
2024,Jordan,jordan,international ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,International NGOs still required approval when receiving funding originating within or from a third country.
2024,Jordan,jordan,observers,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Because there was no limit on mutually agreed overtime, the Ministry of Labor reportedly permitted employees in some industries, such as the garment sector, to work as many as 70 to 75 hours per week, and observers reported many foreign workers requested overtime work."
2024,Jordan,jordan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"NGOs reported some instances of forced overtime, but it was unclear whether it was illegal or compulsory overtime."
2024,Jordan,jordan,NGO Terre des Hommes,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,"In October, the NGO Terre des Hommes reported many child workers between ages 16 and 18 worked long hours, with 51 percent reportedly working between five to eight hours daily and many working over the weekend."
2024,Jordan,jordan,ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"In October, the NGO Terre des Hommes reported many child workers between ages 16 and 18 worked long hours, with 51 percent reportedly working between five to eight hours daily and many working over the weekend."
