year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"The government prosecuted online bloggers, political activists, and social media outlets under the Cybercrime Law, the Printing and Publications Law, and the National Security Law."
2023,Kuwait,kuwait,media outlets,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"The government prosecuted online bloggers, political activists, and social media outlets under the Cybercrime Law, the Printing and Publications Law, and the National Security Law."
2023,Kuwait,kuwait,activist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"The government generally restricted freedom of speech in instances purportedly related to national security, including glorifying Saddam Hussein and references to the “Arabian Gulf” as the “Persian Gulf.” In July, authorities arrested social media activist Hamed Buyabis following a series of tweets criticizing Saudi Arabia’s interior minister."
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"Bidoon activists reported that if they tried to assemble peacefully or organize campaigns advocating for equal rights, authorities harassed them."
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,Some Bidoon activists said authorities detained them for questioning every time they planned campaigns or protests.
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"In December, the Court of Cassation upheld the Court of Appeals verdict that sentenced the three Bidoon activists to imprisonment for periods ranging between one and two years with a suspended sentence and imposed a fine of KD 500 ($1,627) on the three remaining defendants."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,Freedom of Association The law prohibited officially registered NGOs from engaging in political activities.
2023,Kuwait,kuwait,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"As of October, the Ministry of Social Affairs had approved 20 of 24 new applications for NGO registration, stating the denied applicants offered services already provided by existing NGOs."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"As of October, the Ministry of Social Affairs had approved 20 of 24 new applications for NGO registration, stating the denied applicants offered services already provided by existing NGOs."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"Dozens of unlicensed civic groups, clubs, and unofficial NGOs operated without legal status, and many chose not to register due to bureaucratic inconvenience."
2023,Kuwait,kuwait,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Human rights activists reported authorities imposed travel bans to prevent them from participating in overseas events for minor infractions, such as failing to pay parking tickets."
2023,Kuwait,kuwait,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Human rights activists and legal experts condemned these decisions as encroaching on the constitutional right to freedom of movement, mobility, and travel."
2023,Kuwait,kuwait,experts,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Human rights activists and legal experts condemned these decisions as encroaching on the constitutional right to freedom of movement, mobility, and travel."
2023,Kuwait,kuwait,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The government generally cooperated with UNHCR and humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2023,Kuwait,kuwait,observers,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Observers indicated most noncitizens were deported for drug use, fighting, theft, begging, brewing alcohol, and expired residencies."
2023,Kuwait,kuwait,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Access to Basic Services: UNHCR received reports from persons under its care who had problems enrolling their children in schools, particularly those who did not have valid residency permits."
2023,Kuwait,kuwait,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"UNHCR estimated there were 83,000 stateless persons in the country, mostly Bidoon residents considered illegal residents by authorities and denied citizenship."
2023,Kuwait,kuwait,Human Rights Watch,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"Human Rights Watch, Amnesty International, and international and local media estimated the Bidoon resident population was more than 100,000, while the government reported the Bidoon population was approximately 83,000, based on those who held Central Agency identity cards."
2023,Kuwait,kuwait,Amnesty International,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"Human Rights Watch, Amnesty International, and international and local media estimated the Bidoon resident population was more than 100,000, while the government reported the Bidoon population was approximately 83,000, based on those who held Central Agency identity cards."
2023,Kuwait,kuwait,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"Bidoon residents, Bidoon rights advocates, parliamentarians, and human rights activists regularly protested the exclusive role of the Central Agency absent any judicial review, arguing the agency had not managed Bidoon affairs effectively and conditions for Bidoon residents had dramatically deteriorated under the agency’s leadership."
2023,Kuwait,kuwait,activist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"The GCHR condemned the deportation of Kareem and the “violation of her and her family’s…right to freedom of movement.” In September, the GCHR reported that Mohammed al-Barghash, a Bidoon and a Bidoon rights activist, was arrested by State Security authorities for investigation."
2023,Kuwait,kuwait,international ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,Bidoon residents and international NGOs reported the government did not uniformly provide government services and benefits to Bidoon residents.
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"Some activists alleged they or their family members were denied access to education, health care, and jobs for advocating on behalf of the Bidoon."
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"Later, Bidoon activists reported the agency would write a letter on the signed paper purportedly stating the Bidoon individuals held another nationality."
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"The Central Agency granted and revoked government identification, birth, death, and marriage certificates, recommendations for employment, and other official documentation, but many Bidoon and activists on their behalf continued to accuse the Central Agency of not complying with the law and failing to implement court rulings requiring it to register Bidoon residents and issue them required documents."
2023,Kuwait,kuwait,local ngos,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,"In May, the Council of Ministers authorized four local NGOs to monitor the parliamentary elections: the Kuwait Transparency Society, the Kuwait National Integrity Society, the Kuwait Journalists Society, and the Society for Monitoring the National Assembly."
2023,Kuwait,kuwait,journalists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,"In May, the Council of Ministers authorized four local NGOs to monitor the parliamentary elections: the Kuwait Transparency Society, the Kuwait National Integrity Society, the Kuwait Journalists Society, and the Society for Monitoring the National Assembly."
2023,Kuwait,kuwait,observers,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,Observers generally considered the June parliamentary election free and fair and reported no serious procedural problems.
2023,Kuwait,kuwait,civil society organizations,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,Civil society organizations and other observers believed officials engaged in corrupt practices with impunity.
2023,Kuwait,kuwait,observers,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,Civil society organizations and other observers believed officials engaged in corrupt practices with impunity.
2023,Kuwait,kuwait,experts,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,"Nazaha generally lacked legal authority to carry out robust anticorruption actions, such as covert surveillance, executing search warrants, arresting suspects, or enforcing compliance with investigatory demands, according to legal experts and several NGOs."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,"Nazaha generally lacked legal authority to carry out robust anticorruption actions, such as covert surveillance, executing search warrants, arresting suspects, or enforcing compliance with investigatory demands, according to legal experts and several NGOs."
2023,Kuwait,kuwait,academic,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,"Investigations uncovered widespread use of false academic credentials by citizens and foreign residents in the public and private sectors, exposing fraud and a lack of transparency in official hirings and promotions."
2023,Kuwait,kuwait,international human rights groups,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"International and Nongovernmental Monitoring and Investigation of Alleged Abuses of Human Rights The government imposed limits on the operations of domestic and international human rights groups, although officials were somewhat cooperative and responsive to the views of those groups."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"The law permitted the existence of NGOs, but the government continued to deny registration to some and imposed arduous registration requirements for all."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"To register, NGOs were required to demonstrate they advanced the public interest, conducted business beneficial to the country, had at least 50 citizen members and a board composed entirely of citizens, and did not undermine cultural values and norms as defined by the government."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,NGOs could not engage in political activity or encourage sectarianism.
2023,Kuwait,kuwait,local ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Major local NGOs dedicated to human rights included the Kuwait Society for Human Rights and the Kuwaiti Association of the Basic Evaluators of Human Rights.
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"Most registered NGOs focused on the rights or welfare of specific groups, such as women, children, prisoners, and persons with disabilities."
2023,Kuwait,kuwait,human rights groups,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,A few dozen local unregistered human rights groups also operated discreetly but ran the risk of legal sanction if they were too vocal in publicizing alleged abuses.
2023,Kuwait,kuwait,local ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,The government and various National Assembly committees met occasionally with local NGOs and generally responded to their inquiries.
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"In May, 12 NGOs issued a joint statement in which they condemned what they described as undue restrictions on civil society by the Ministry of Social Affairs."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"Earlier in May, the ministry issued a ban on NGOs conducting activities, including publishing materials, without prior government approval."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,It also mandated that NGOs provide the ministry with work plans for the next six months.
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"NGOs stated these measures restricted their freedom and independence and contradicted international standards of transparency, freedom, justice, and equality."
2023,Kuwait,kuwait,human rights defenders,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Retribution against Human Rights Defenders: Authorities sometimes targeted human rights defenders (HRDs) for exercising their civil and political rights.
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Online activists faced similar reprisals.
2023,Kuwait,kuwait,local ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Local NGOs reported cases of domestic violence against women.
2023,Kuwait,kuwait,ngo,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,NGO members reported shelter staff applied coercive measures to residents and lacked adequate training to appropriately support domestic violence survivors.
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,NGOs reported its practice in some expatriate communities.
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Other Forms of Gender-based Violence or Harassment: The law provided reduced penalties for a man who killed a woman who allegedly engaged in an adulterous act, which NGOs asserted legalized “honor killings.” The government reported the Ministry of Justice did not track cases or publish data regarding honor killings."
2023,Kuwait,kuwait,human rights groups,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Human rights groups characterized sexual harassment in the workplace as a pervasive and unreported problem.
2023,Kuwait,kuwait,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"The penal code criminalized sexual harassment, but many activists, legal experts, and MPs were dissatisfied with the legal sanctions available."
2023,Kuwait,kuwait,experts,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"The penal code criminalized sexual harassment, but many activists, legal experts, and MPs were dissatisfied with the legal sanctions available."
2023,Kuwait,kuwait,Human Rights Watch,international NGO,gazetteer,high,Section 6. Discrimination and Societal Abuses,,rules,"According to a July Human Rights Watch report, male guardians and other family members could report women to the police for being “absent” from their homes, which could lead to their arrest and forcible return home or administrative detention, and some state universities required women to show they had male guardian permission before they could go on field trips or stay at or leave campus accommodations or grounds."
2023,Kuwait,kuwait,Human Rights Watch,international NGO,gazetteer,high,Section 6. Discrimination and Societal Abuses,,rules,Human Rights Watch also reported women faced discrimination when trying to rent apartments if they were not married or lacked a male guardian’s permission and that hotels prevented some women from renting a room without a male guardian.
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,NGOs and medical professionals reported families pressured unmarried pregnant women to claim falsely they had been raped to avoid imprisonment and the stigma associated with sexual relations prior to marriage.
2023,Kuwait,kuwait,Ministry of Health,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,"The Ministry of Health reported it cooperated with a specialized team in the Department of Forensic Medicine within the Ministry of Interior mandated to handle such cases, take samples, and preserve physical evidence for laboratory analysis."
2023,Kuwait,kuwait,Ministry of Health,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,"The Ministry of Health stated it provided medical treatment and services to all survivors of sexual assault, whether Kuwaiti, non-Kuwaiti, or Bidoon."
2023,Kuwait,kuwait,UNESCO,UN body,gazetteer,high,Section 6. Discrimination and Societal Abuses,,rules,"In March, local media reported that according to the annual statistics of UNESCO, 221,820 children of school age did not enroll in schools for the current school year."
2023,Kuwait,kuwait,academic,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"During the year, the Central Agency announced in a press statement that 34,266 Bidoon students had enrolled in public and private schools for the academic year, with expenses paid through a government charitable fund."
2023,Kuwait,kuwait,ngo,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"According to a February report by NGO Democracy for the Arab World Now (DAWN), transgender women had long reported multiple forms of abuse at the hands of the police while in detention, including degrading and humiliating treatment, such as being forced to strip and being paraded around police stations, being forced to dance for officers, sexual humiliation, verbal taunts and intimidation, solitary confinement, and emotional and physical abuse that could amount to torture."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Restrictions of Freedom of Expression, Association, or Peaceful Assembly: No registered NGOs focused on LGBTQI+ matters, although unregistered groups existed."
2023,Kuwait,kuwait,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Local human rights NGOs reported limited accounts of societal violence or discrimination against persons with HIV or AIDS, but persons with HIV or AIDS did not generally disclose their status due to social stigma associated with the disease."
2023,Kuwait,kuwait,trade unions,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Bargaining The law provided for the right of citizen workers to form and join trade unions, bargain collectively, and conduct legal strikes, with significant restrictions."
2023,Kuwait,kuwait,trade unions,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The government did not generally interfere with or discriminate against trade unions; however, the law prohibited trade unions from conducting any political activities."
2023,Kuwait,kuwait,trade unions,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Foreign workers had the right to bargain collectively at their workplace and could participate in unions, but they were not permitted to form trade unions, vote, or run for union offices."
2023,Kuwait,kuwait,International Labor Organization,UN body,gazetteer,high,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The International Labor Organization and the International Trade Union Confederation criticized the citizenship requirement for discouraging unions in sectors that employed few citizens, such as construction and most other private-sector employment."
2023,Kuwait,kuwait,international trade union,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The International Labor Organization and the International Trade Union Confederation criticized the citizenship requirement for discouraging unions in sectors that employed few citizens, such as construction and most other private-sector employment."
2023,Kuwait,kuwait,trade union,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Public-sector employees could unionize, but the government authorized only one public-sector labor federation, the Kuwait Trade Union Federation."
2023,Kuwait,kuwait,World Bank,IFI,gazetteer,high,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The minimum wage was above the World Bank poverty income level.
2023,Kuwait,kuwait,trade union,unnamed/generic,generic,low,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Workers could also report violations to their embassies, the Kuwait Trade Union Federation, Kuwait Society for Human Rights, or the Labor Disputes Department."
2023,Kuwait,kuwait,media reports,unnamed/generic,generic,low,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"There were numerous media reports throughout the year of sponsors abusing domestic workers or injuring them when they tried to escape, including some incidents which allegedly resulted in workers’ deaths."
2023,Kuwait,kuwait,media outlets,unnamed/generic,generic,low,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The government regularly conducted information awareness campaigns in Arabic, English, and three other languages via media outlets and public events and encouraged public and private recruiting companies to comply with labor laws."
2023,Kyrgyz Republic,kyrgyz-republic,Human Rights Watch,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Defense attorneys, journalists, and human rights monitoring organizations, including Golos Svobody, Bir Duino, and international nongovernmental organizations (NGO) Human Rights Watch (HRW) and Transparency International, reported incidents of torture by police and other law enforcement agencies."
2023,Kyrgyz Republic,kyrgyz-republic,Transparency International,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Defense attorneys, journalists, and human rights monitoring organizations, including Golos Svobody, Bir Duino, and international nongovernmental organizations (NGO) Human Rights Watch (HRW) and Transparency International, reported incidents of torture by police and other law enforcement agencies."
2023,Kyrgyz Republic,kyrgyz-republic,journalists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Defense attorneys, journalists, and human rights monitoring organizations, including Golos Svobody, Bir Duino, and international nongovernmental organizations (NGO) Human Rights Watch (HRW) and Transparency International, reported incidents of torture by police and other law enforcement agencies."
2023,Kyrgyz Republic,kyrgyz-republic,international nongovernmental organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Defense attorneys, journalists, and human rights monitoring organizations, including Golos Svobody, Bir Duino, and international nongovernmental organizations (NGO) Human Rights Watch (HRW) and Transparency International, reported incidents of torture by police and other law enforcement agencies."
2023,Kyrgyz Republic,kyrgyz-republic,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Defense attorneys, journalists, and human rights monitoring organizations, including Golos Svobody, Bir Duino, and international nongovernmental organizations (NGO) Human Rights Watch (HRW) and Transparency International, reported incidents of torture by police and other law enforcement agencies."
2023,Kyrgyz Republic,kyrgyz-republic,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Through September the Antitorture Coalition (an NGO) reported 95 allegations of torture registered in the National Unified Crime Register.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,NGOs stated that the government established strong torture-monitoring bodies but that influence from some parts of the government threatened the independence of these bodies.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,NGOs reported that courts regularly accepted as evidence confessions allegedly induced through torture.
2023,Kyrgyz Republic,kyrgyz-republic,NGO Bir Duino,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The human rights NGO Bir Duino reported that the police continued to use torture to elicit confessions, and that courts often dismissed allegations of torture, claiming that the defendants were lying to weaken the state’s case."
2023,Kyrgyz Republic,kyrgyz-republic,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The human rights NGO Bir Duino reported that the police continued to use torture to elicit confessions, and that courts often dismissed allegations of torture, claiming that the defendants were lying to weaken the state’s case."
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"NGOs reported that, in some cases, prison gangs controlled prison management and discipline where prison officials lacked capacity and expertise in operating a facility."
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"According to NGOs, authorities did not try to dismantle these groups, believing they were too powerful and that removing them could lead to chaos."
2023,Kyrgyz Republic,kyrgyz-republic,observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Many observers believed the official number of prisoner complaints of mistreatment represented only a small fraction of the actual cases of mistreatment.
2023,Kyrgyz Republic,kyrgyz-republic,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,NGO representatives stated that NCPT officials monitored and documented some violations in detention facilities.
2023,Kyrgyz Republic,kyrgyz-republic,International Committee of the Red Cross,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Most monitoring groups, including the International Committee of the Red Cross (ICRC), reported receiving unfettered access to prisons and pretrial detention facilities, except for detention centers the GKNB operated."
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Some NGOs, including Bir Duino and Spravedlivost, had the right to visit prisons independently so that they could provide technical assistance, such as medical and psychological care for inmates."
2023,Kyrgyz Republic,kyrgyz-republic,human rights organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Human rights organizations reported that authorities unfairly targeted and arrested ethnic Uzbeks for alleged involvement in banned religious organizations and for alleged “religious extremism activity.” NGOs reported security services monitored the social media accounts of ethnic Uzbeks and frequently arrested individuals whom they alleged were associated with “extremist groups.” Attorneys reported police would often file false charges and then solicit bribes from the accused in exchange for their release.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Human rights organizations reported that authorities unfairly targeted and arrested ethnic Uzbeks for alleged involvement in banned religious organizations and for alleged “religious extremism activity.” NGOs reported security services monitored the social media accounts of ethnic Uzbeks and frequently arrested individuals whom they alleged were associated with “extremist groups.” Attorneys reported police would often file false charges and then solicit bribes from the accused in exchange for their release.
2023,Kyrgyz Republic,kyrgyz-republic,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Activists frequently reported detention without a warrant or in contravention of regulatory standards.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,NGOs reported police targeted vulnerable defendants from whom they believed they could secure a bribe.
2023,Kyrgyz Republic,kyrgyz-republic,experts,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Experts on torture and abuse reported police and security services often chose not to register criminal cases to avoid the procedural requirements limiting the period of detention; they would then apply harsh interrogation methods and torture to extract confessions or bribes.
2023,Kyrgyz Republic,kyrgyz-republic,human rights groups,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"As in past years, human rights groups noted incidents in which authorities denied attorneys access to arrested children, held them without parental notification, and questioned them without parents or attorneys present, despite laws forbidding these practices."
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Arbitrary Arrest : As in previous years, NGOs and monitoring organizations, including Golos Svobody, Bir Duino, and Spravedlivost, recorded complaints of arbitrary arrest."
2023,Kyrgyz Republic,kyrgyz-republic,observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Observers asserted it was impossible to know the number of cases because most of these individuals did not report their experiences.
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"According to NGOs in the southern part of the country, arrests and harassment of individuals allegedly involved in extremist religious groups – predominantly ethnic Uzbeks – continued."
2023,Kyrgyz Republic,kyrgyz-republic,international observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Local and international observers said the GKNB and law enforcement officers engaged in widespread arbitrary arrests, including some alleged to be politically motivated, detainee abuse, and extortion, particularly in the southern part of the country."
2023,Kyrgyz Republic,kyrgyz-republic,activist,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"On June 6, security services arrested Russian antiwar activist Aleksei Rozhkov and deported him to Russia."
2023,Kyrgyz Republic,kyrgyz-republic,activist,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"On June 9, the GKNB detained Lev Skoryakin, a Russian citizen and antiwar activist, and placed him in pretrial detention."
2023,Kyrgyz Republic,kyrgyz-republic,activist,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"On June 11, the GKNB arrested Russian activist Alena Krylova and placed her in pretrial detention."
2023,Kyrgyz Republic,kyrgyz-republic,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"On October 17, however, activists reported that Skoryakin was abducted in Bishkek by unknown individuals and taken to Russia, where he was placed in pretrial detention."
2023,Kyrgyz Republic,kyrgyz-republic,journalists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"In October 2022, police and state security agents detained 27 journalists, activists, and politicians after they criticized a Kyrgyz-Uzbek border agreement."
2023,Kyrgyz Republic,kyrgyz-republic,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"In October 2022, police and state security agents detained 27 journalists, activists, and politicians after they criticized a Kyrgyz-Uzbek border agreement."
2023,Kyrgyz Republic,kyrgyz-republic,civil society groups,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Pretrial Detention : Defendants frequently suffered lengthy pretrial detention, according to civil society groups."
2023,Kyrgyz Republic,kyrgyz-republic,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Numerous sources, including NGOs, attorneys, government officials, and private citizens, asserted that some judges paid bribes to attain their positions."
